Date,Season,HomeTeam,AwayTeam,FTHG,FTAG,FTR
2025-01-18,2024-25,West Ham,Crystal Palace,0,2,A
2025-01-18,2024-25,Arsenal,Aston Villa,2,2,D
2025-01-19,2024-25,Everton,Tottenham,3,2,H
2025-01-19,2024-25,Man United,Brighton,1,3,A
2025-01-19,2024-25,Nott'm Forest,Southampton,3,2,H
2025-01-19,2024-25,Ipswich,Man City,0,6,A
2025-01-20,2024-25,Chelsea,Wolves,3,1,H
2025-01-25,2024-25,Bournemouth,Nott'm Forest,5,0,H
2025-01-25,2024-25,Brighton,Everton,0,1,A
2025-01-25,2024-25,Liverpool,Ipswich,4,1,H
2025-01-25,2024-25,Southampton,Newcastle,1,3,A
2025-01-25,2024-25,Wolves,Arsenal,0,1,A
2025-01-25,2024-25,Man City,Chelsea,3,1,H
2025-01-26,2024-25,Crystal Palace,Brentford,1,2,A
2025-01-26,2024-25,Tottenham,Leicester,1,2,A
2025-01-26,2024-25,Aston Villa,West Ham,1,1,D
2025-01-26,2024-25,Fulham,Man United,0,1,A
2025-02-01,2024-25,Nott'm Forest,Brighton,7,0,H
2025-02-01,2024-25,Bournemouth,Liverpool,0,2,A
2025-02-01,2024-25,Everton,Leicester,4,0,H
2025-02-01,2024-25,Ipswich,Southampton,1,2,A
2025-02-01,2024-25,Newcastle,Fulham,1,2,A
2025-02-01,2024-25,Wolves,Aston Villa,2,0,H
2025-02-02,2024-25,Brentford,Tottenham,0,2,A
2025-02-02,2024-25,Man United,Crystal Palace,0,2,A
2025-02-02,2024-25,Arsenal,Man City,5,1,H
2025-02-03,2024-25,Chelsea,West Ham,2,1,H
2025-02-12,2024-25,Everton,Liverpool,2,2,D
2025-02-14,2024-25,Brighton,Chelsea,3,0,H
2025-02-15,2024-25,Leicester,Arsenal,0,2,A
2025-02-15,2024-25,Aston Villa,Ipswich,1,1,D
2025-02-15,2024-25,Fulham,Nott'm Forest,2,1,H
2025-02-15,2024-25,Man City,Newcastle,4,0,H
2025-02-15,2024-25,Southampton,Bournemouth,1,3,A
2025-02-15,2024-25,West Ham,Brentford,0,1,A
2025-02-15,2024-25,Crystal Palace,Everton,1,2,A
2025-02-16,2024-25,Liverpool,Wolves,2,1,H
2025-02-16,2024-25,Tottenham,Man United,1,0,H
2025-02-19,2024-25,Aston Villa,Liverpool,2,2,D
2025-02-21,2024-25,Leicester,Brentford,0,4,A
2025-02-22,2024-25,Everton,Man United,2,2,D
2025-02-22,2024-25,Arsenal,West Ham,0,1,A
2025-02-22,2024-25,Bournemouth,Wolves,0,1,A
2025-02-22,2024-25,Fulham,Crystal Palace,0,2,A
2025-02-22,2024-25,Ipswich,Tottenham,1,4,A
2025-02-22,2024-25,Southampton,Brighton,0,4,A
2025-02-22,2024-25,Aston Villa,Chelsea,2,1,H
2025-02-23,2024-25,Newcastle,Nott'm Forest,4,3,H
2025-02-23,2024-25,Man City,Liverpool,0,2,A
2025-02-25,2024-25,Brighton,Bournemouth,2,1,H
2025-02-25,2024-25,Crystal Palace,Aston Villa,4,1,H
2025-02-25,2024-25,Wolves,Fulham,1,2,A
2025-02-25,2024-25,Chelsea,Southampton,4,0,H
2025-02-26,2024-25,Brentford,Everton,1,1,D
2025-02-26,2024-25,Man United,Ipswich,3,2,H
2025-02-26,2024-25,Nott'm Forest,Arsenal,0,0,D
2025-02-26,2024-25,Tottenham,Man City,0,1,A
2025-02-26,2024-25,Liverpool,Newcastle,2,0,H
2025-02-27,2024-25,West Ham,Leicester,2,0,H
2025-03-08,2024-25,Nott'm Forest,Man City,1,0,H
2025-03-08,2024-25,Brighton,Fulham,2,1,H
2025-03-08,2024-25,Crystal Palace,Ipswich,1,0,H
2025-03-08,2024-25,Liverpool,Southampton,3,1,H
2025-03-08,2024-25,Brentford,Aston Villa,0,1,A
2025-03-08,2024-25,Wolves,Everton,1,1,D
2025-03-09,2024-25,Chelsea,Leicester,1,0,H
2025-03-09,2024-25,Tottenham,Bournemouth,2,2,D
2025-03-09,2024-25,Man United,Arsenal,1,1,D
2025-03-10,2024-25,West Ham,Newcastle,0,1,A
2025-03-15,2024-25,Everton,West Ham,1,1,D
2025-03-15,2024-25,Ipswich,Nott'm Forest,2,4,A
2025-03-15,2024-25,Man City,Brighton,2,2,D
2025-03-15,2024-25,Southampton,Wolves,1,2,A
2025-03-15,2024-25,Bournemouth,Brentford,1,2,A
2025-03-16,2024-25,Arsenal,Chelsea,1,0,H
2025-03-16,2024-25,Fulham,Tottenham,2,0,H
2025-03-16,2024-25,Leicester,Man United,0,3,A
2025-04-01,2024-25,Arsenal,Fulham,2,1,H
2025-04-01,2024-25,Wolves,West Ham,1,0,H
2025-04-01,2024-25,Nott'm Forest,Man United,1,0,H
2025-04-02,2024-25,Bournemouth,Ipswich,1,2,A
2025-04-02,2024-25,Brighton,Aston Villa,0,3,A
2025-04-02,2024-25,Man City,Leicester,2,0,H
2025-04-02,2024-25,Newcastle,Brentford,2,1,H
2025-04-02,2024-25,Southampton,Crystal Palace,1,1,D
2025-04-02,2024-25,Liverpool,Everton,1,0,H
2025-04-03,2024-25,Chelsea,Tottenham,1,0,H
2025-04-05,2024-25,Everton,Arsenal,1,1,D
2025-04-05,2024-25,Crystal Palace,Brighton,2,1,H
2025-04-05,2024-25,Ipswich,Wolves,1,2,A
2025-04-05,2024-25,West Ham,Bournemouth,2,2,D
2025-04-05,2024-25,Aston Villa,Nott'm Forest,2,1,H
2025-04-06,2024-25,Brentford,Chelsea,0,0,D
2025-04-06,2024-25,Fulham,Liverpool,3,2,H
2025-04-06,2024-25,Tottenham,Southampton,3,1,H
2025-04-06,2024-25,Man United,Man City,0,0,D
2025-04-07,2024-25,Leicester,Newcastle,0,3,A
2025-04-12,2024-25,Man City,Crystal Palace,5,2,H
2025-04-12,2024-25,Brighton,Leicester,2,2,D
2025-04-12,2024-25,Nott'm Forest,Everton,0,1,A
2025-04-12,2024-25,Southampton,Aston Villa,0,3,A
2025-04-12,2024-25,Arsenal,Brentford,1,1,D
2025-04-13,2024-25,Chelsea,Ipswich,2,2,D
2025-04-13,2024-25,Liverpool,West Ham,2,1,H
2025-04-13,2024-25,Wolves,Tottenham,4,2,H
2025-04-13,2024-25,Newcastle,Man United,4,1,H
2025-04-14,2024-25,Bournemouth,Fulham,1,0,H
2025-04-16,2024-25,Newcastle,Crystal Palace,5,0,H
2025-04-19,2024-25,Brentford,Brighton,4,2,H
2025-04-19,2024-25,Crystal Palace,Bournemouth,0,0,D
2025-04-19,2024-25,Everton,Man City,0,2,A
2025-04-19,2024-25,West Ham,Southampton,1,1,D
2025-04-19,2024-25,Aston Villa,Newcastle,4,1,H
2025-04-20,2024-25,Fulham,Chelsea,1,2,A
2025-04-20,2024-25,Ipswich,Arsenal,0,4,A
2025-04-20,2024-25,Man United,Wolves,0,1,A
2025-04-20,2024-25,Leicester,Liverpool,0,1,A
2025-04-21,2024-25,Tottenham,Nott'm Forest,1,2,A
2025-04-22,2024-25,Man City,Aston Villa,2,1,H
2025-04-23,2024-25,Arsenal,Crystal Palace,2,2,D
2025-04-26,2024-25,Chelsea,Everton,1,0,H
2025-04-26,2024-25,Brighton,West Ham,3,2,H
2025-04-26,2024-25,Newcastle,Ipswich,3,0,H
2025-04-26,2024-25,Southampton,Fulham,1,2,A
2025-04-26,2024-25,Wolves,Leicester,3,0,H
2025-04-27,2024-25,Bournemouth,Man United,1,1,D
2025-04-27,2024-25,Liverpool,Tottenham,5,1,H
2025-05-01,2024-25,Nott'm Forest,Brentford,0,2,A
2025-05-02,2024-25,Man City,Wolves,1,0,H
2025-05-03,2024-25,Aston Villa,Fulham,1,0,H
2025-05-03,2024-25,Everton,Ipswich,2,2,D
2025-05-03,2024-25,Leicester,Southampton,2,0,H
2025-05-03,2024-25,Arsenal,Bournemouth,1,2,A
2025-05-04,2024-25,Brentford,Man United,4,3,H
2025-05-04,2024-25,Brighton,Newcastle,1,1,D
2025-05-04,2024-25,West Ham,Tottenham,1,1,D
2025-05-04,2024-25,Chelsea,Liverpool,3,1,H
2025-05-05,2024-25,Crystal Palace,Nott'm Forest,1,1,D
2025-05-10,2024-25,Fulham,Everton,1,3,A
2025-05-10,2024-25,Ipswich,Brentford,0,1,A
2025-05-10,2024-25,Southampton,Man City,0,0,D
2025-05-10,2024-25,Wolves,Brighton,0,2,A
2025-05-10,2024-25,Bournemouth,Aston Villa,0,1,A
2025-05-11,2024-25,Newcastle,Chelsea,2,0,H
2025-05-11,2024-25,Man United,West Ham,0,2,A
2025-05-11,2024-25,Nott'm Forest,Leicester,2,2,D
2025-05-11,2024-25,Tottenham,Crystal Palace,0,2,A
2025-05-11,2024-25,Liverpool,Arsenal,2,2,D
2025-05-16,2024-25,Aston Villa,Tottenham,2,0,H
2025-05-16,2024-25,Chelsea,Man United,1,0,H
2025-05-18,2024-25,Everton,Southampton,2,0,H
2025-05-18,2024-25,West Ham,Nott'm Forest,1,2,A
2025-05-18,2024-25,Brentford,Fulham,2,3,A
2025-05-18,2024-25,Leicester,Ipswich,2,0,H
2025-05-18,2024-25,Arsenal,Newcastle,1,0,H
2025-05-19,2024-25,Brighton,Liverpool,3,2,H
2025-05-20,2024-25,Crystal Palace,Wolves,4,2,H
2025-05-20,2024-25,Man City,Bournemouth,3,1,H
2025-05-25,2024-25,Bournemouth,Leicester,2,0,H
2025-05-25,2024-25,Fulham,Man City,0,2,A
2025-05-25,2024-25,Ipswich,West Ham,1,3,A
2025-05-25,2024-25,Liverpool,Crystal Palace,1,1,D
2025-05-25,2024-25,Man United,Aston Villa,2,0,H
2025-05-25,2024-25,Newcastle,Everton,0,1,A
2025-05-25,2024-25,Nott'm Forest,Chelsea,0,1,A
2025-05-25,2024-25,Southampton,Arsenal,1,2,A
2025-05-25,2024-25,Tottenham,Brighton,1,4,A
2025-05-25,2024-25,Wolves,Brentford,1,1,D
